Interrupteur différentiel 63A 30 mA type AC NALTO;31.5;false;0.1320412412;9.90;nalto;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-63a-30-ma-type-ac-nalto-16677344?model_id=16677179;diferenciales;2020-12-14
Inter diff DX³-ID - vis/vis - 2P - 230V~ - 40A -type AC - 300mA -départ haut- 2M;53.88;false;0.131868397;3.99;legrand;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-dx3-id-2p-40a-ac-300ma-tg-legrand-411614-125930;diferenciales;2020-12-14
Interrupteur Différentiel 4P 40A 300SMA ASI Schneider Electric ACTI 9;254.04;false;0.1318272738;;SCHNEIDER;https://www.manomano.fr/catalogue/p/interrupteur-differentiel-4p-40a-300sma-asi-schneider-electric-acti-9-9959438?model_id=197810;diferenciales;2020-12-14
ProDis vigi DT40 - bloc différentiel - 3P+N 40A 30mA instanta type AC 400-415Vca Schneider Electric;120.91;false;0.1318264142;;schneider;https://www.manomano.fr/catalogue/p/prodis-vigi-dt40-bloc-differentiel-3p-n-40a-30ma-instantane-type-ac-schneider-96686;diferenciales;2020-12-14
Acti9 iTG40 - module différentiel Vigi tête de groupe - 1P+N 25A 30mA type AC (A9Y12625);91.31;false;0.1317922467;5.00;SCHNEIDER;https://www.manomano.fr/catalogue/p/acti9-itg40-module-differentiel-vigi-tete-de-groupe-1p-n-25a-30ma-type-ac-a9y12625-21330889?model_id=21321144;diferenciales;2020-12-14
Commande 60 blocs éclairage sécurité (HAG EE905);168.91;false;0.1317092416;1.99;hager;https://www.manomano.fr/catalogue/p/commande-60-blocs-eclairage-securite-hag-ee905-8510881;diferenciales;2020-12-14
Disjoncteur à courant de défaut ABB 2CSF204101R3400 40 A 0.3 A 230 V 1 pc(s) C580201;43.76;false;0.1317027043;5.95;abb;https://www.manomano.fr/catalogue/p/abb-entrelec-f204a-40-03differentiel-f204a-40a-300ma-2601553;diferenciales;2020-12-14
"Disjoncteur différentiel courant Eaton FRBM6 20A 1P+N 30MA AC "" 6 177353";63.31;false;0.1316995065;14.49;eaton;https://www.manomano.fr/catalogue/p/disjoncteur-differentiel-courant-eaton-frbm6-20a-1p-n-30ma-ac-6-177353-10857177;diferenciales;2020-12-14
Interrupteur différentiel 2 pôles 300mA AC 40A - Efapel;20.99;false;0.1316980328;5.90;efapel;https://www.manomano.fr/catalogue/p/efapel-interrupteur-differentiel-2-poles-300ma-ac-40a-4414462;diferenciales;2020-12-14
Télérupteur pour profilé Finder 20.21.8.008.4000 1 NO (T) 8 V/AC 16 A 4000 VA 1 pc(s);16.49;false;0.1316958632;4.95;FINDER;https://www.manomano.fr/catalogue/p/telerupteur-modulaire-8-v-ac-finder-202180084000-1-no-t-coupure-16-a-max-400-v-ac-30-v-dc-1-pcs-7243835;diferenciales;2020-12-14
